Health Center Name,Address,Website,Phone Number,Email,,City,State,Zip,Latitude,Longitude
"URBAN HEALTH PLAN, INC.","1065 Southern Blvd, 1065 Southern Blvd, Bronx, NY 10459-2417",www.urbanhealthplan.org,718-991-4833,paloma.hernandez@urbanhealthplan.org,,Bronx,NY,10459-2417,40.825037,-73.892131
"Community Health Clinics, Inc.","211 16th Ave N, 211 16th Ave N, Nampa, ID 83687-4058",,208-467-4431,tfife@trhs.org,,Nampa,ID,83687-4058,43.579188,-116.551611
BEACON CHRISTIAN COMMUNITY HEALTH CENTER,"2079 Forest Ave, 2079 Forest Ave, Staten Island, NY 10303-1865",www.beaconcchc.com,718-815-6561 x13,fabienc@beaconcchc.com,,Staten Island,NY,10303-1865,40.626468,-74.158594
Ko`olauloa Health Center,"56-119 Pualalea St, 56-119 Pualalea St, Kahuku, HI 96731-2052",NA,,,,Kahuku,HI,96731-2052,21.676001,-157.953483
Zufall Health Center Inc.,"18 W Blackwell St Ste 1, 18 W Blackwell St Ste 1, Dover, NJ 07801-3841",,,,,Dover,NJ,07801-3841,40.883852,-74.559706
Omni Family Health,"4900 California Ave Ste 400B, 4900 California Ave Ste 400B, Bakersfield, CA 93309-7081",www.OmniFamilyHealth.org,,,,Bakersfield,CA,93309-7081,35.365315,-119.056306
SOUTHEAST COMMUNITY MENTAL HEALTH CENTER INC,"16 W Long St, 16 W Long St, Columbus, OH 43215-2815",,614-225-0980,leeb@southeastinc.com,,Columbus,OH,43215-2815,39.965062,-83.001426
Neighborhood Healthcare,"425 N Date St Ste 203, 425 N Date St Ste 203, Escondido, CA 92025-3413",www.nhcare.org,760-520-8375,rakeshp@nhcare.org,,Escondido,CA,92025-3413,33.128975,-117.072061
CROSS TRAILS MEDICAL CENTER,"408 S Broadview St, 408 S Broadview St, Cape Girardeau, MO 63703-5725",www.crosstrails.us,573-339-1196 x118,cwarren@crosstrails.us,,Cape Girardeau,MO,63703-5725,37.298374,-89.555941
MT. ENTERPRISE COMMUNITY HEALTH CLINIC,"106 W Rusk St, 106 W Rusk St, Mount Enterprise, TX 75681-7581",,,,,Mount Enterprise,TX,75681-7581,31.917809,-94.68202
"CAROLINA HEALTH CENTERS, INC.","313 Main St, 313 Main St, Greenwood, SC 29646-2757",www.carolinahealthcenters.org,,,,Greenwood,SC,29646-2757,34.190671,-82.159827
"Jane Pauley Community Health Center, Inc.","1503 N Mitthoeffer Rd, 1503 N Mitthoeffer Rd, Indianapolis, IN 46229-2425",http://janepauleychc.com/,317-934-0755,mhackett@janepauleychc.org,,Indianapolis,IN,46229-2425,39.787781,-85.989758
"Regional Health Care Affiliates, Inc.","121 E Main St, 121 E Main St, Providence, KY 42450-1268",http://healthfirstchc.net/,270-667-2397 x2053,vhoward@hfchc.net,,Providence,KY,42450-1268,37.397899,-87.761758
Camarena Health,"344 E 6th St, 344 E 6th St, Madera, CA 93638-3631",www.camarenahealth.org,510-333-2617,nancynetherland@gmail.com,,Madera,CA,93638-3631,36.962484,-120.055333
Lee Memorial Health System,"2776 Cleveland Ave, 2776 Cleveland Ave, Fort Myers, FL 33901-5864",https://www.leehealth.org/our-services/endocrinology,239-834-9998,robert.johns@leememorial.org,,Fort Myers,FL,33901-5864,26.628494,-81.874224
"Family Health Services Of Darke County, Inc.","5735 Meeker Rd, 5735 Meeker Rd, Greenville, OH 45331-1180",,937-548-3806 x256,awoodall@familyhealth.cc,,Greenville,OH,45331-1180,40.084109,-84.627396
NEW COMMUNITY CLINIC INC LTD,"622 Bodart St, 622 Bodart St, Green Bay, WI 54301-4923",www.newcommunityclinic.org,920-437-9773,newcomm@netnet.net,,Green Bay,WI,54301-4923,44.514578,-88.007471
"Family Health Center of Worcester, Inc.","26 Queen St Ste 3, 26 Queen St Ste 3, Worcester, MA 01610-2473",www.wpsweb.com/doherty/,,,,Worcester,MA,01610-2473,42.259246,-71.814973
"DAVID RAINES COMMUNITY HEALTH CENTER, INC.","3041 Dr Martin Luther King Dr, 3041 Dr Martin Luther King Dr, Shreveport, LA 71107-4705",,,,,Shreveport,LA,71107-4705,32.601593,-93.87377
"CABIN CREEK HEALTH SYSTEMS, INC.","5722 Cabin Creek Rd, 5722 Cabin Creek Rd, Dawes, WV 25054-7700",www.cabincreekhealth.com,304-734-2040,zhanna.crabtree@cchswv.org,,Dawes,WV,25054-7700,38.14114,-81.45323
"Health Partnership Clinic, Inc.","407 S Clairborne Rd Ste 104, 407 S Clairborne Rd Ste 104, Olathe, KS 66062-1744",,,,,Olathe,KS,66062-1744,38.877052,-94.789746
"Wheeler Clinic, Inc.","91 Northwest Dr, 91 Northwest Dr, Plainville, CT 06062-1534",www.wheelerclinic.org,,,,Plainville,CT,06062-1534,41.691301,-72.87938
"COMMUNITY HEALTH CENTER OF RICHMOND, INC.","235 Port Richmond Ave, 235 Port Richmond Ave, Staten Island, NY 10302-1701",,718-924-2254,hthompson@chcrichmond.org,,Staten Island,NY,10302-1701,40.635456,-74.13499
"Community Clinical Services, Inc.","B St Community Ctr 57 Birch St Ste 201, B St Community Ctr 57 Birch St Ste 201, Lewiston, ME 04240",,207-513-3897,celias@stmarysmaine.com,,Lewiston,ME,4240,44.092864,-70.211443
"La Maestra Family Clinic, Inc.","4060 Fairmount Ave, 4060 Fairmount Ave, San Diego, CA 92105-1608",www.lamaestra.org,,,,San Diego,CA,92105-1608,32.750623,-117.101216
"Mary's Center For Maternal And Child Care, Inc.","2333 Ontario Rd NW, 2333 Ontario Rd NW, Washington, DC 20009-2627",,,,,Washington,DC,20009-2627,38.92098,-77.039808
Benewah Medical Center,"427 12th St, 427 12th St, Plummer, ID 83851-4000",,,,,Plummer,ID,83851-4000,47.335699,-116.891301
"FETTER HEALTH CARE NETWORK, INC.","51 Nassau St, 51 Nassau St, Charleston, SC 29403-5513",https://www.berkeleymentalhealth.org,843-957-1712,natasha_chatman@fetterhealthcare.org,,Charleston,SC,29403-5513,32.793922,-79.938599
YAKIMA VALLEY FARM WORKERS CLINIC,"604 W 1st Ave, 604 W 1st Ave, Toppenish, WA 98948-1500",www.yvfwc.com,,,,Toppenish,WA,98948-1500,46.374622,-120.318967
"Southside Medical Center, Inc.","1046 Ridge Ave SW, 1046 Ridge Ave SW, Atlanta, GA 30315-1640",www.smcmed.com,404-456-0245,dwilliams@smcmed.com,,Atlanta,GA,30315-1640,33.726736,-84.392208
"EZRAS CHOILIM HEALTH CENTER, INC.","49 Forest Rd, 49 Forest Rd, Monroe, NY 10950-2923",www.echckj.org,,,,Monroe,NY,10950-2923,41.339639,-74.171454
"Banyan Community Health Center, Inc.","6100 Blue Lagoon Dr Ste 400, 6100 Blue Lagoon Dr Ste 400, Miami, FL 33126-2080",www.banyanhealth.org,305-398-6132,igarcia@banyanhealth.org,,Miami,FL,33126-2080,25.782686,-80.295965
"Community Health South Florida, Inc.","10300 SW 216th St, 10300 SW 216th St, Cutler Bay, FL 33190-1003",www.chisouthfl.org,,,,Cutler Bay,FL,33190-1003,25.564625,-80.357648
Whittier Street Health Center,"1290 Tremont St, 1290 Tremont St, Roxbury Crossing, MA 02120-3432",http://www.wshc.org,,,,Roxbury Crossing,MA,02120-3432,42.332744,-71.091969
Atlanticare Health Services Inc,"2500 English Creek Ave Ste 602, 2500 English Creek Ave Ste 602, Egg Harbor Township, NJ 08234-5549",,,,,Egg Harbor Township,NJ,08234-5549,39.437217,-74.604778
EAST VALLEY COMMUNITY HEALTH CENTER INC,"420 S Glendora Ave, 420 S Glendora Ave, West Covina, CA 91790-3001",,,,,West Covina,CA,91790-3001,34.067169,-117.925776
Lifelong Medical Care,"2344 6th St, 2344 6th St, Berkeley, CA 94710-2412",,,,,Berkeley,CA,94710-2412,37.862037,-122.295981
"Shawnee Christian Healthcare Center, Inc.","234 Amy Ave, 234 Amy Ave, Louisville, KY 40212-2522",,,,,Louisville,KY,40212-2522,38.260366,-85.813656
"COMMUNITY HEALTH CENTER, INCORPORATED","635 MN ST, 635 MN ST, Middletown, CT 06457",www.chc1.com,860-347-6602,mark@chc1.com,,Middletown,CT,6457,41.564516,-72.652628
"Shawnee Christian Healthcare Center, Inc.","234 Amy Ave, 234 Amy Ave, Louisville, KY 40212-2522",,,,,Louisville,KY,40212-2522,38.260366,-85.813656
"ALAMEDA, COUNTY OF","1404 Franklin St Ste 200, 1404 Franklin St Ste 200, Oakland, CA 94612-3208",,,,,Oakland,CA,94612-3208,37.803878,-122.2695
"Community Health Centers Of The Central Coast, Inc.","150 Tejas Pl, 150 Tejas Pl, Nipomo, CA 93444-9123",WWW.CHCCC.ORG,,,,Nipomo,CA,93444-9123,35.026707,-120.498603
"Peninsula Institute For Community Health, Inc","4714 Marshall Ave, 4714 Marshall Ave, Newport News, VA 23607-2247",,757-244-8560 x1117,nhilton@pich.org,,Newport News,VA,23607-2247,36.998083,-76.424091
"Aaron E. Henry Community Health Services Center, Inc.","510 Highway 322, 510 Highway 322, Clarksdale, MS 38614-4717",www.aehchc.org,662-624-4292 x1143,dadavis@aehchc.org,,Clarksdale,MS,38614-4717,34.190364,-90.575848
Ozarks Resource Group,"18614 Jackson St, 18614 Jackson St, Hermitage, MO 65668-8204",,417-745-2121,lindsay.pearson@ozarkschc.com,,Hermitage,MO,65668-8204,37.939596,-93.315377
EL CENTRO FAMILY HEALTH,"538 N Paseo De Onate, 538 N Paseo De Onate, Espanola, NM 87532-2618",www.ecfh.org,,,,Espanola,NM,87532-2618,35.99822,-106.085775
"Whatley Health Services, Inc.","2731 Ml King Jr Blvd, 2731 Ml King Jr Blvd, Tuscaloosa, AL 35401-5235",,,,,Tuscaloosa,AL,35401-5235,33.187102,-87.576881
NORTHLAND HEALTH PARTNERS COMMUNITY,"416 Kundert St, 416 Kundert St, Turtle Lake, ND 58575-4205",WWW.NORTHLANDCHC.ORG,,,,Turtle Lake,ND,58575-4205,47.518803,-100.894881
AMOSKEAG HEALTH,"145 Hollis St, 145 Hollis St, Manchester, NH 03101-1235",www.mchc-nh.org,,,,Manchester,NH,03101-1235,42.996035,-71.466007
MINNIE HAMILTON HEALTH CARE CENTER,"186 Hospital Dr, 186 Hospital Dr, Grantsville, WV 26147-7100",www.mhhcc.com,304-354-9730,jonathan.bucher@mhhcc.onmicrosoft.com,,Grantsville,WV,26147-7100,38.922738,-81.092557
"Owensville Primary Care, Inc.","134 Owensville Rd, 134 Owensville Rd, West River, MD 20778-9702",www.owensvillepc.org,410-867-4700 x138,bminarik@baycommunityhealth.org,,West River,MD,20778-9702,38.849946,-76.598615
Carbon Medical Service Association Incorporated,"331 E Highway 123, 331 E Highway 123, Sunnyside, UT 84539-7702",,435-888-4411 x20,carolyn@carbonmedicalservice.com,,Sunnyside,UT,84539-7702,39.549931,-110.391637
"Coastal Community Health Services, Inc.","106 Shoppers Way Ste 1, 106 Shoppers Way Ste 1, Brunswick, GA 31525-0511",www.coastalchs.org,912-574-5074,kavanaugh.chandler@coastalchs.org,,Brunswick,GA,31525-0511,31.219504,-81.487756
"Dirne Health Centers, Inc.","2025 W Park Pl, 2025 W Park Pl, Coeur D Alene, ID 83814",www.myheritagehealth.org,,,,Coeur D Alene,ID,83814,47.69555,-116.800149
"ADVOCATES FOR A HEALTHY COMMUNITY, INC.","618 N Benton Ave Ste 100, 618 N Benton Ave Ste 100, Springfield, MO 65806-1102",,,,,Springfield,MO,65806-1102,37.214554,-93.287114
"JESSIE TRICE COMMUNITY HEALTH SYSTEM, INC.","5607 NW 27th Ave Ste 1, 5607 NW 27th Ave Ste 1, Miami, FL 33142-2826",www.jtchs.org,305-805-1700,jjlawrence@jtchc.org,,Miami,FL,33142-2826,25.826085,-80.240461
VALLEY COMMUNITY HEALTHCARE,"6801 Coldwater Canyon Ave, 6801 Coldwater Canyon Ave, North Hollywood, CA 91605-5162",,,,,North Hollywood,CA,91605-5162,34.194434,-118.41396
ARCARE,"117 S 2nd St, 117 S 2nd St, Augusta, AR 72006-2309",www.arcare.net,,,,Augusta,AR,72006-2309,35.282043,-91.36683
"SOLANO, COUNTY OF","275 Beck Ave, 275 Beck Ave, Fairfield, CA 94533-6804",http://www.solanocounty.com/depts/ph/fhs/locations_and_hours/fairfield_dental_care.asp,,,,Fairfield,CA,94533-6804,38.235169,-122.067517
LEE COUNTY COOPERATIVE CLINIC,"530 Atkins Blvd, 530 Atkins Blvd, Marianna, AR 72360-2113",none,,,,Marianna,AR,72360-2113,34.771282,-90.776131
ACHIEVABLE FOUNDATION THE,"5901 Green Valley Cir Ste 405, 5901 Green Valley Cir Ste 405, Culver City, CA 90230-6971",,,,,Culver City,CA,90230-6971,33.984991,-118.391947
WEST CALDWELL HEALTH COUNCIL INC,"4329 Collettsville Rd, 4329 Collettsville Rd, Collettsville, NC 28611-9000",,,,,Collettsville,NC,28611-9000,35.925849,-81.675995
"CareConnect Health, Inc.","510 Alston St Ste B, 510 Alston St Ste B, Richland, GA 31825-6012",https://www.ccthealth.org,,,,Richland,GA,31825-6012,32.085257,-84.660801
"Blackstone Valley Community Health Care, Inc.","39 East Ave, 39 East Ave, Pawtucket, RI 02860-4003",,,,,Pawtucket,RI,02860-4003,41.876616,-71.385118
H I V/ A I D S Alliance For Region Two Inc,"4550 North Blvd Ste 250, 4550 North Blvd Ste 250, Baton Rouge, LA 70806-4013",,225-921-5196 x59113,linda.matessino@ohcc.org,,Baton Rouge,LA,70806-4013,30.447079,-91.142498
Five Rivers Health Centers,"2261 Philadelphia Dr Ste 200, 2261 Philadelphia Dr Ste 200, Dayton, OH 45406-1814",www.fiverivershealthcenters.org,817-326-0168,sueraygilbert@yahoo.com,,Dayton,OH,45406-1814,39.789071,-84.235157
"LINCOLN COUNTY PRIMARY CARE CENTER, INC.","7400 Lynn Ave, 7400 Lynn Ave, Hamlin, WV 25523-1138",swvhs.org,304-824-5806 x1241,greg.elkins@swvhs.org,,Hamlin,WV,25523-1138,38.279164,-82.121406
"CURTIS V COOPER PRIMARY HEALTH CARE, INC.","2 Roberts St, 2 Roberts St, Savannah, GA 31408-3524",,912-527-1088,lburton@cvcphc.com,,Savannah,GA,31408-3524,32.094547,-81.136881
"Northwest Michigan Health Services, Inc.","10767 E Traverse Hwy, 10767 E Traverse Hwy, Traverse City, MI 49684-6219",,,,,Traverse City,MI,49684-6219,44.776131,-85.646599
"LA CLINICA DE LA RAZA, INC.","1515 Fruitvale Ave, 1515 Fruitvale Ave, Oakland, CA 94601-2322",www.laclinica.org,510-535-2915,paguilera@laclinica.org,,Oakland,CA,94601-2322,37.779206,-122.225406
Stony Creek Community Health Center,"12454 Hartley St, 12454 Hartley St, Stony Creek, VA 23882-3302",lelder@stonycreek.org,,,,Stony Creek,VA,23882-3302,36.947437,-77.40053
Christian Community Health Center,"9718 S Halsted St, 9718 S Halsted St, Chicago, IL 60628-1007",www.cchc-online.org,773-298-2071,vjones@cchc1.org,,Chicago,IL,60628-1007,41.716922,-87.643476
"Baton Rouge Primary Care Collaborative, Inc.","220 Saint Vincent De Paul Dr, 220 Saint Vincent De Paul Dr, Baton Rouge, LA 70802-3808",,,,,Baton Rouge,LA,70802-3808,30.449152,-91.172473
East Hill Family Medical Inc,"144 Genesee St Ste 500, 144 Genesee St Ste 500, Auburn, NY 13021-3510",,,,,Auburn,NY,13021-3510,42.930189,-76.568513
"Grace Health, Inc.","181 Emmett St W, 181 Emmett St W, Battle Creek, MI 49037-2963",,269-966-2600,peter.chang@gracehealthmi.org,,Battle Creek,MI,49037-2963,42.32643,-85.23916
"Neighborhood Health Center, INC","101 South 10th Street, 101 South 10th Street, Richmond, IN 47374-5547",neighborhoodhc.org,765-965-4299,carrie.miles@neighborhoodhc.org,,Richmond,IN,47374-5547,39.827018,-84.888915
AIDS Action Coalition of Huntsville,"600 Saint Clair Ave SW Bldg 3, 600 Saint Clair Ave SW Bldg 3, Huntsville, AL 35801-5057",http://thrivealabama.org,256-980-3376 x397,krucker@thrivealabama.org,,Huntsville,AL,35801-5057,34.722044,-86.587887
"Peninsula Institute For Community Health, Inc","4714 Marshall Ave, 4714 Marshall Ave, Newport News, VA 23607-2247",pich.org,757-244-8560 x1117,nhilton@pich.org,,Newport News,VA,23607-2247,36.998083,-76.424091
Health Center Of Southeast Texas,"307 N William Barnett Ave, 307 N William Barnett Ave, Cleveland, TX 77327-4061",,281-592-2224 x219,jassul@gmail.com,,Cleveland,TX,77327-4061,30.344482,-95.083705
MINNIE HAMILTON HEALTH CARE CENTER,"186 Hospital Dr, 186 Hospital Dr, Grantsville, WV 26147-7100",,304-354-9730,jonathan.bucher@mhhcc.onmicrosoft.com,,Grantsville,WV,26147-7100,38.922738,-81.092557
Virginia Garcia Memorial Health Center,"3305 NE Aloclek Dr, 3305 NE Aloclek Dr, Hillsboro, OR 97124-7143",http://www.virginiagarcia.org,909-496-4358,lbozzetti@vgmhc.org,,Hillsboro,OR,97124-7143,45.543998,-122.891744
CareSTL Health,"5471 Dr Martin Luther King Dr, 5471 Dr Martin Luther King Dr, Saint Louis, MO 63112-4265",www.carestlhealth.org,,,,Saint Louis,MO,63112-4265,38.668726,-90.272231
"VALLEY HEALTH TEAM, INC.","21890 W Colorado Ave, 21890 W Colorado Ave, San Joaquin, CA 93660-9773",,559-364-2943,jchappell@vht.org,,San Joaquin,CA,93660-9773,36.605464,-120.184311
"CENTER STREET COMMUNITY CLINIC, INC.","136 W Center St, 136 W Center St, Marion, OH 43302-3704",,,,,Marion,OH,43302-3704,40.588759,-83.129695
"Escambia Community Clinics, Inc.","2315 W Jackson St, 2315 W Jackson St, Pensacola, FL 32505-7552",healthcarewithinreach.org,850-436-4630 x90110,apapadelias@healthcarewithinreach.org,,Pensacola,FL,32505-7552,30.417832,-87.244256
DENA' NENA' HENASH,"122 1st Ave Ste 600, 122 1st Ave Ste 600, Fairbanks, AK 99701-4871",,907-452-8251 x3142,jacoline.bergstrom@tananachiefs.org,,Fairbanks,AK,99701-4871,64.8445,-147.708968
WellSpace Health,"1820 J St, 1820 J St, Sacramento, CA 95811-3010",,,,,Sacramento,CA,95811-3010,38.57719,-121.482393
"SANTA CRUZ, COUNTY OF","1080 Emeline Ave, 1080 Emeline Ave, Santa Cruz, CA 95060-1966",www.janussc.org,,,,Santa Cruz,CA,95060-1966,36.991892,-122.016688
"Rainelle Medical Center, Inc.","176 Medical Center Dr, 176 Medical Center Dr, Rainelle, WV 25962-1064",,,,,Rainelle,WV,25962-1064,37.968546,-80.778647
"South Cove Community Health Center, Inc.","145 South St, 145 South St, Boston, MA 02111-2826",,617-521-6714,bhailu@scchc.org,,Boston,MA,02111-2826,42.350977,-71.057641
"North Florida Medical Centers, Inc.","2804 Remington Green Cir, 2804 Remington Green Cir, Tallahassee, FL 32308-8707",,,,,Tallahassee,FL,32308-8707,30.492188,-84.243997
"United Community Health Center-Maria Auxiliadora, Inc.","1260 S Campbell Ave Bldg 2, 1260 S Campbell Ave Bldg 2, Green Valley, AZ 85614-0502",,,,,Green Valley,AZ,85614-0502,31.851645,-110.973553
YAP STATE DEPARTMENT OF HEALTH SERVICES,"148 Keng St., 148 Keng St., Colonia, FM 96943",,,,,Colonia,FM,96943,0,0
"Springfield, City Of","311 State St, 311 State St, Springfield, MA 01105-1320",,,,,Springfield,MA,01105-1320,42.105029,-72.581254
"Marana Health Center, Inc.","13395 N Marana Main St, 13395 N Marana Main St, Marana, AZ 85653-7008",maranahealthcenter.org,,,,Marana,AZ,85653-7008,32.449529,-111.212782
UNITED HEALTH CENTERS OF THE SAN JOAQUIN VALLEY,"3875 W Beechwood Ave, 3875 W Beechwood Ave, Fresno, CA 93711-0795",www.unitedhealthcenters.org,,,,Fresno,CA,93711-0795,36.838507,-119.86403
GASTON FAMILY HEALTH SERVICES INC,"991 W Hudson Blvd, 991 W Hudson Blvd, Gastonia, NC 28052-6430",www.kintegra.org,,,,Gastonia,NC,28052-6430,35.233875,-81.202861
"Northwest Health Services, Inc.","2303 Village Dr, 2303 Village Dr, Saint Joseph, MO 64506-4954",,,,,Saint Joseph,MO,64506-4954,39.788256,-94.798634
St Gabriel Health Clinic Inc,"5760 Monticello Dr, 5760 Monticello Dr, Saint Gabriel, LA 70776-4412",,,,,Saint Gabriel,LA,70776-4412,30.258506,-91.102642
"Charter Oak Health Center, Inc","21 Grand St Ste 1, 21 Grand St Ste 1, Hartford, CT 06106-1541",www.thecharteroak.org,,,,Hartford,CT,06106-1541,41.759257,-72.685534
St Thomas East End Medical Center Corporation,"4605 Tutu Park Mall, 4605 Tutu Park Mall, Charlotte Amalie, VI 00802-1736",none,340-998-8625,msmith@steemcc.org,,Charlotte Amalie,VI,00802-1736,18.342908,-64.9189
Under 21,"460 W 41st St, 460 W 41st St, New York, NY 10036-6801",www.covenanthouseny.org,212-613-0315,jthomas@covenanthouse.org,,New York,NY,10036-6801,40.758663,-73.995806
"Change, Incorporated","3158 West St, 3158 West St, Weirton, WV 26062-4637",,,,,Weirton,WV,26062-4637,40.405622,-80.58947
"Sixteenth Street Community Health Centers, Inc.","1032 S Cesar E Chavez Dr, 1032 S Cesar E Chavez Dr, Milwaukee, WI 53204-2203",https://sschc.org/locations/,262-225-6362,tracey.prentice@sschc.org,,Milwaukee,WI,53204-2203,43.020468,-87.932541
"Dimock Community Health Center, Inc.","55 Dimock St, 55 Dimock St, Boston, MA 02119-1029",www.dimock.org,,,,Boston,MA,02119-1029,42.319785,-71.097655
"Big Springs Medical Association, Inc","110 S 2nd St, 110 S 2nd St, Ellington, MO 63638-9400",,,,,Ellington,MO,63638-9400,37.241644,-90.968619
"HEALTHFIRST BLUEGRASS, INC.","450 Southland Dr Ste E, 450 Southland Dr Ste E, Lexington, KY 40503-1831",www.healthfirstlex.com,,,,Lexington,KY,40503-1831,38.01919,-84.528456
"RICHFORD HEALTH CENTER, INC.","44 Main St Ste 200, 44 Main St Ste 200, Richford, VT 05476-1141",www.notchvt.org,,,,Richford,VT,05476-1141,44.996332,-72.673081
CHEROKEE HEALTH SYSTEMS,"2018 Western Ave, 2018 Western Ave, Knoxville, TN 37921-5718",,,,,Knoxville,TN,37921-5718,35.966796,-83.945232
"CENTER FOR FAMILY HEALTH & EDUCATION, INC.","8727 Van Nuys Blvd # 101102103201203, 8727 Van Nuys Blvd # 101102103201203, Panorama City, CA 91402-2401",http://cffhae.org/,818-899-5555 x277,afrench@cffhae.org,,Panorama City,CA,91402-2401,34.22813,-118.450386
"Sunset Park Health Council, Inc.","150 55th St Ste 1, 150 55th St Ste 1, Brooklyn, NY 11220-2508",https://nyulangone.org/locations/sunset-terrace-family-health-center-at-nyu-langone,,,,Brooklyn,NY,11220-2508,40.646616,-74.020579
"SAMUEL U RODGERS HEALTH CENTER, INC.","825 Euclid Ave, 825 Euclid Ave, Kansas City, MO 64124-2323",,,,,Kansas City,MO,64124-2323,39.103125,-94.557859
DENA' NENA' HENASH,"122 1st Ave Ste 600, 122 1st Ave Ste 600, Fairbanks, AK 99701-4871",www.tananachiefs.org,907-452-8251 x3142,jacoline.bergstrom@tananachiefs.org,,Fairbanks,AK,99701-4871,64.8445,-147.708968
SOUTH CENTRAL FAMILY HEALTH CENTER,"4425 S Central Ave, 4425 S Central Ave, Los Angeles, CA 90011-3629",,,,,Los Angeles,CA,90011-3629,34.00306,-118.25677
"Pendleton Community Care, Inc.","82 Pine St, 82 Pine St, Franklin, WV 26807",www.pcc-nfc.org,,,,Franklin,WV,26807,38.643949,-79.33166
Mountain Comprehensive Health Corporation,"226 Medical Plaza Ln, 226 Medical Plaza Ln, Whitesburg, KY 41858-7425",,,,,Whitesburg,KY,41858-7425,37.122926,-82.842626
